,ID,Group,Sex,Trial,CS,US,ISI
556,Rat13,B,Male,17,0.0,,0.0
557,Rat13,B,Male,18,0.0,,0.0
558,Rat13,B,Male,19,0.0,,0.0
559,Rat13,B,Male,20,0.0,,0.0
560,Rat13,B,Male,21,14.0,,4.0
561,Rat13,B,Male,22,42.0,,0.0
562,Rat13,B,Male,23,0.0,,0.0
563,Rat13,B,Male,24,0.0,,0.0
564,Rat13,B,Male,25,0.0,,0.0
565,Rat13,B,Male,26,0.0,,0.0
566,Rat13,B,Male,27,0.0,,0.0
567,Rat13,B,Male,28,0.0,,10.666666666666666
568,Rat13,B,Male,29,0.0,,0.0
569,Rat13,B,Male,30,0.0,,0.0
570,Rat13,B,Male,31,0.0,,0.0
571,Rat13,B,Male,32,14.0,,0.0
572,Rat13,B,Male,33,0.0,,10.0
573,Rat13,B,Male,34,0.0,,13.333333333333334
574,Rat13,B,Male,35,42.0,,7.333333333333333
575,Rat13,B,Male,36,14.0,,0.0
576,Rat13,B,Male,37,10.0,,18.666666666666668
577,Rat13,B,Male,38,0.0,,6.666666666666667
578,Rat13,B,Male,39,0.0,,3.3333333333333335
579,Rat13,B,Male,40,0.0,,13.333333333333334
580,Rat13,B,Male,41,0.0,,10.666666666666666
581,Rat13,B,Male,42,0.0,,0.0
582,Rat13,B,Male,43,0.0,,19.333333333333332
583,Rat13,B,Male,44,34.0,,3.3333333333333335
584,Rat13,B,Male,45,14.0,,51.333333333333336
585,Rat14,B,Male,1,14.0,,20.666666666666668
586,Rat14,B,Male,2,32.0,,7.333333333333333
587,Rat14,B,Male,3,78.0,,15.333333333333334
588,Rat14,B,Male,4,12.0,,0.0
589,Rat14,B,Male,5,0.0,,28.0
590,Rat14,B,Male,6,0.0,,0.0
591,Rat14,B,Male,7,12.0,,0.0
592,Rat14,B,Male,8,10.0,,26.666666666666668
593,Rat14,B,Male,9,12.0,,0.0
594,Rat14,B,Male,10,0.0,,4.0
595,Rat14,B,Male,11,12.0,,0.0
596,Rat14,B,Male,12,0.0,,4.666666666666667
597,Rat14,B,Male,13,0.0,,10.0
598,Rat14,B,Male,14,0.0,,0.0
599,Rat14,B,Male,15,0.0,,0.0
600,Rat14,B,Male,16,0.0,,0.0
601,Rat14,B,Male,17,0.0,,40.666666666666664
602,Rat14,B,Male,18,36.0,,0.0
603,Rat14,B,Male,19,0.0,,6.0
604,Rat14,B,Male,20,0.0,,8.0
605,Rat14,B,Male,21,16.0,,13.333333333333334
606,Rat14,B,Male,22,0.0,,6.0
607,Rat14,B,Male,23,0.0,,17.333333333333332
608,Rat14,B,Male,24,0.0,,0.0
609,Rat14,B,Male,25,0.0,,11.333333333333334
610,Rat14,B,Male,26,0.0,,3.3333333333333335
611,Rat14,B,Male,27,0.0,,0.0
612,Rat14,B,Male,28,0.0,,0.0
613,Rat14,B,Male,29,0.0,,0.0
614,Rat14,B,Male,30,0.0,,0.0
615,Rat14,B,Male,31,0.0,,17.333333333333332
616,Rat14,B,Male,32,0.0,,56.666666666666664
617,Rat14,B,Male,33,0.0,,0.0
618,Rat14,B,Male,34,34.0,,14.666666666666666
619,Rat14,B,Male,35,0.0,,0.0
620,Rat14,B,Male,36,12.0,,4.0
621,Rat14,B,Male,37,0.0,,0.0
622,Rat14,B,Male,38,0.0,,0.0
623,Rat14,B,Male,39,30.0,,0.0
624,Rat14,B,Male,40,0.0,,3.3333333333333335
625,Rat14,B,Male,41,0.0,,3.3333333333333335
626,Rat14,B,Male,42,0.0,,4.0
627,Rat14,B,Male,43,0.0,,5.333333333333333
628,Rat14,B,Male,44,12.0,,18.0
629,Rat14,B,Male,45,30.0,,82.66666666666667
630,Rat15,B,Male,1,10.0,,40.666666666666664
631,Rat15,B,Male,2,82.0,,80.0
632,Rat15,B,Male,3,62.0,,64.66666666666667
633,Rat15,B,Male,4,48.0,,68.0
634,Rat15,B,Male,5,84.0,,62.666666666666664
635,Rat15,B,Male,6,44.0,,49.333333333333336
636,Rat15,B,Male,7,34.0,,8.666666666666666
637,Rat15,B,Male,8,0.0,,28.666666666666668
638,Rat15,B,Male,9,30.0,,30.0
639,Rat15,B,Male,10,34.0,,45.333333333333336
640,Rat15,B,Male,11,30.0,,11.333333333333334
641,Rat15,B,Male,12,0.0,,32.666666666666664
642,Rat15,B,Male,13,0.0,,18.0
643,Rat15,B,Male,14,32.0,,0.0
644,Rat15,B,Male,15,0.0,,4.666666666666667
645,Rat15,B,Male,16,0.0,,0.0
646,Rat15,B,Male,17,0.0,,4.0
647,Rat15,B,Male,18,0.0,,0.0
648,Rat15,B,Male,19,0.0,,0.0
649,Rat15,B,Male,20,0.0,,0.0
650,Rat15,B,Male,21,0.0,,3.3333333333333335
651,Rat15,B,Male,22,0.0,,12.0
652,Rat15,B,Male,23,22.0,,14.666666666666666
653,Rat15,B,Male,24,0.0,,0.0
654,Rat15,B,Male,25,0.0,,12.666666666666666
655,Rat15,B,Male,26,30.0,,0.0
656,Rat15,B,Male,27,10.0,,6.0
657,Rat15,B,Male,28,4.0,,6.0
658,Rat15,B,Male,29,22.0,,6.666666666666667
659,Rat15,B,Male,30,0.0,,11.333333333333334
660,Rat15,B,Male,31,50.0,,0.0
661,Rat15,B,Male,32,0.0,,0.0
662,Rat15,B,Male,33,52.0,,20.0
663,Rat15,B,Male,34,10.0,,12.666666666666666
664,Rat15,B,Male,35,44.0,,12.666666666666666
665,Rat15,B,Male,36,0.0,,26.0
666,Rat15,B,Male,37,20.0,,3.3333333333333335
667,Rat15,B,Male,38,16.0,,55.333333333333336
668,Rat15,B,Male,39,10.0,,5.333333333333333
669,Rat15,B,Male,40,0.0,,26.0
670,Rat15,B,Male,41,40.0,,3.3333333333333335
671,Rat15,B,Male,42,10.0,,25.333333333333332
672,Rat15,B,Male,43,10.0,,18.666666666666668
673,Rat15,B,Male,44,0.0,,14.0
674,Rat15,B,Male,45,10.0,,38.666666666666664
675,Rat16,B,Male,1,10.0,,12.666666666666666
676,Rat16,B,Male,2,68.0,,21.333333333333332
677,Rat16,B,Male,3,10.0,,34.666666666666664
678,Rat16,B,Male,4,0.0,,4.0
679,Rat16,B,Male,5,0.0,,0.0
680,Rat16,B,Male,6,10.0,,10.666666666666666
681,Rat16,B,Male,7,0.0,,15.333333333333334
682,Rat16,B,Male,8,10.0,,18.666666666666668
683,Rat16,B,Male,9,62.0,,30.666666666666668
684,Rat16,B,Male,10,24.0,,16.666666666666668
685,Rat16,B,Male,11,28.0,,18.0
686,Rat16,B,Male,12,62.0,,26.0
687,Rat16,B,Male,13,46.0,,4.0
688,Rat16,B,Male,14,18.0,,11.333333333333334
689,Rat16,B,Male,15,0.0,,11.333333333333334
690,Rat16,B,Male,16,0.0,,24.0
691,Rat16,B,Male,17,34.0,,14.0
692,Rat16,B,Male,18,16.0,,25.333333333333332
693,Rat16,B,Male,19,0.0,,46.666666666666664
694,Rat16,B,Male,20,30.0,,27.333333333333332
695,Rat16,B,Male,21,10.0,,6.0
696,Rat16,B,Male,22,18.0,,30.666666666666668
697,Rat16,B,Male,23,0.0,,48.0
698,Rat16,B,Male,24,38.0,,10.0
699,Rat16,B,Male,25,22.0,,33.333333333333336
700,Rat16,B,Male,26,38.0,,53.333333333333336
701,Rat16,B,Male,27,0.0,,68.66666666666667
702,Rat16,B,Male,28,68.0,,66.0
703,Rat16,B,Male,29,72.0,,30.666666666666668
704,Rat16,B,Male,30,76.0,,30.0
705,Rat16,B,Male,31,42.0,,18.666666666666668
706,Rat16,B,Male,32,28.0,,22.0
707,Rat16,B,Male,33,88.0,,32.666666666666664
708,Rat16,B,Male,34,0.0,,52.0
709,Rat16,B,Male,35,18.0,,22.666666666666668
710,Rat16,B,Male,36,22.0,,30.0
711,Rat16,B,Male,37,52.0,,31.333333333333332
712,Rat16,B,Male,38,54.0,,58.0
713,Rat16,B,Male,39,88.0,,37.333333333333336
714,Rat16,B,Male,40,92.0,,95.33333333333333
715,Rat16,B,Male,41,80.0,,61.333333333333336
716,Rat16,B,Male,42,36.0,,66.0
717,Rat16,B,Male,43,102.0,,54.0
718,Rat16,B,Male,44,42.0,,42.0
719,Rat16,B,Male,45,16.0,,36.0
720,Rat17,B,Female,1,0.0,,24.666666666666668
721,Rat17,B,Female,2,0.0,,16.0
722,Rat17,B,Female,3,58.0,,7.333333333333333
723,Rat17,B,Female,4,22.0,,22.0
724,Rat17,B,Female,5,12.0,,12.666666666666666
725,Rat17,B,Female,6,0.0,,18.666666666666668
726,Rat17,B,Female,7,26.0,,11.333333333333334
727,Rat17,B,Female,8,22.0,,8.666666666666666
728,Rat17,B,Female,9,62.0,,42.0
729,Rat17,B,Female,10,26.0,,42.0
730,Rat17,B,Female,11,36.0,,47.333333333333336
731,Rat17,B,Female,12,64.0,,33.333333333333336
732,Rat17,B,Female,13,40.0,,30.0
733,Rat17,B,Female,14,62.0,,35.333333333333336
734,Rat17,B,Female,15,30.0,,38.666666666666664
735,Rat17,B,Female,16,54.0,,30.666666666666668
736,Rat17,B,Female,17,10.0,,20.666666666666668
737,Rat17,B,Female,18,0.0,,24.0
738,Rat17,B,Female,19,96.0,,40.666666666666664
739,Rat17,B,Female,20,74.0,,55.333333333333336
740,Rat17,B,Female,21,10.0,,56.666666666666664
741,Rat17,B,Female,22,52.0,,34.666666666666664
742,Rat17,B,Female,23,0.0,,16.666666666666668
743,Rat17,B,Female,24,12.0,,16.666666666666668
744,Rat17,B,Female,25,0.0,,40.0
745,Rat17,B,Female,26,2.0,,74.0
746,Rat17,B,Female,27,20.0,,32.0
747,Rat17,B,Female,28,62.0,,15.333333333333334
748,Rat17,B,Female,29,10.0,,22.666666666666668
749,Rat17,B,Female,30,44.0,,63.333333333333336
750,Rat17,B,Female,31,32.0,,36.0
751,Rat17,B,Female,32,24.0,,48.666666666666664
752,Rat17,B,Female,33,58.0,,38.0
753,Rat17,B,Female,34,0.0,,43.333333333333336
754,Rat17,B,Female,35,58.0,,24.666666666666668
755,Rat17,B,Female,36,24.0,,24.0
756,Rat17,B,Female,37,18.0,,18.666666666666668
757,Rat17,B,Female,38,52.0,,50.0
758,Rat17,B,Female,39,26.0,,47.333333333333336
759,Rat17,B,Female,40,88.0,,84.66666666666667
760,Rat17,B,Female,41,56.0,,34.0
761,Rat17,B,Female,42,42.0,,71.33333333333333
762,Rat17,B,Female,43,42.0,,38.666666666666664
763,Rat17,B,Female,44,72.0,,86.0
764,Rat17,B,Female,45,58.0,,56.0
765,Rat18,B,Female,1,0.0,,0.0
766,Rat18,B,Female,2,0.0,,0.0
767,Rat18,B,Female,3,0.0,,0.0
768,Rat18,B,Female,4,0.0,,0.0
769,Rat18,B,Female,5,0.0,,0.0
770,Rat18,B,Female,6,0.0,,0.0
771,Rat18,B,Female,7,0.0,,0.0
772,Rat18,B,Female,8,0.0,,8.666666666666666
773,Rat18,B,Female,9,0.0,,0.0
774,Rat18,B,Female,10,28.0,,15.333333333333334
775,Rat18,B,Female,11,0.0,,0.0
776,Rat18,B,Female,12,0.0,,0.0
777,Rat18,B,Female,13,0.0,,0.0
778,Rat18,B,Female,14,0.0,,0.0
779,Rat18,B,Female,15,0.0,,0.0
780,Rat18,B,Female,16,0.0,,0.0
781,Rat18,B,Female,17,10.0,,9.333333333333334
782,Rat18,B,Female,18,0.0,,0.0
783,Rat18,B,Female,19,34.0,,6.666666666666667
784,Rat18,B,Female,20,0.0,,0.0
785,Rat18,B,Female,21,0.0,,0.0
786,Rat18,B,Female,22,0.0,,12.666666666666666
787,Rat18,B,Female,23,50.0,,5.333333333333333
788,Rat18,B,Female,24,20.0,,14.0
789,Rat18,B,Female,25,20.0,,0.0
790,Rat18,B,Female,26,52.0,,7.333333333333333
791,Rat18,B,Female,27,0.0,,3.3333333333333335
792,Rat18,B,Female,28,0.0,,0.0
793,Rat18,B,Female,29,0.0,,18.0
794,Rat18,B,Female,30,0.0,,25.333333333333332
795,Rat18,B,Female,31,24.0,,0.0
796,Rat18,B,Female,32,0.0,,0.0
797,Rat18,B,Female,33,0.0,,0.0
798,Rat18,B,Female,34,42.0,,6.666666666666667
799,Rat18,B,Female,35,22.0,,16.666666666666668
800,Rat18,B,Female,36,0.0,,4.666666666666667
801,Rat18,B,Female,37,0.0,,0.0
802,Rat18,B,Female,38,18.0,,3.3333333333333335
803,Rat18,B,Female,39,32.0,,0.0
804,Rat18,B,Female,40,0.0,,0.0
805,Rat18,B,Female,41,0.0,,10.0
806,Rat18,B,Female,42,0.0,,7.333333333333333
807,Rat18,B,Female,43,44.0,,24.0
808,Rat18,B,Female,44,0.0,,0.0
809,Rat18,B,Female,45,36.0,,0.0
810,Rat19,B,Female,1,26.0,,8.0
811,Rat19,B,Female,2,0.0,,14.0
812,Rat19,B,Female,3,16.0,,14.666666666666666
813,Rat19,B,Female,4,0.0,,40.0
814,Rat19,B,Female,5,0.0,,34.0
815,Rat19,B,Female,6,14.0,,26.666666666666668
816,Rat19,B,Female,7,0.0,,8.0
817,Rat19,B,Female,8,18.0,,4.666666666666667
818,Rat19,B,Female,9,10.0,,9.333333333333334
819,Rat19,B,Female,10,40.0,,21.333333333333332
820,Rat19,B,Female,11,18.0,,29.333333333333332
821,Rat19,B,Female,12,68.0,,5.333333333333333
822,Rat19,B,Female,13,0.0,,4.0
823,Rat19,B,Female,14,0.0,,16.0
824,Rat19,B,Female,15,10.0,,6.0
825,Rat19,B,Female,16,0.0,,13.333333333333334
826,Rat19,B,Female,17,10.0,,16.0
827,Rat19,B,Female,18,0.0,,0.0
828,Rat19,B,Female,19,10.0,,9.333333333333334
829,Rat19,B,Female,20,10.0,,19.333333333333332
830,Rat19,B,Female,21,78.0,,56.666666666666664
831,Rat19,B,Female,22,98.0,,63.333333333333336
832,Rat19,B,Female,23,32.0,,44.666666666666664
833,Rat19,B,Female,24,58.0,,16.0
834,Rat19,B,Female,25,14.0,,10.666666666666666
835,Rat19,B,Female,26,16.0,,34.666666666666664
836,Rat19,B,Female,27,54.0,,22.666666666666668
837,Rat19,B,Female,28,20.0,,24.666666666666668
838,Rat19,B,Female,29,10.0,,13.333333333333334
839,Rat19,B,Female,30,14.0,,7.333333333333333
840,Rat19,B,Female,31,10.0,,21.333333333333332
841,Rat19,B,Female,32,24.0,,9.333333333333334
842,Rat19,B,Female,33,14.0,,22.0
843,Rat19,B,Female,34,48.0,,43.333333333333336
844,Rat19,B,Female,35,16.0,,28.666666666666668
845,Rat19,B,Female,36,34.0,,30.0
846,Rat19,B,Female,37,10.0,,72.0
847,Rat19,B,Female,38,80.0,,37.333333333333336
848,Rat19,B,Female,39,30.0,,6.666666666666667
849,Rat19,B,Female,40,14.0,,28.666666666666668
850,Rat19,B,Female,41,8.0,,24.0
851,Rat19,B,Female,42,0.0,,20.666666666666668
852,Rat19,B,Female,43,10.0,,43.333333333333336
853,Rat19,B,Female,44,18.0,,16.0
854,Rat19,B,Female,45,42.0,,37.333333333333336
855,Rat20,B,Female,1,20.0,,46.0
856,Rat20,B,Female,2,62.0,,41.333333333333336
857,Rat20,B,Female,3,64.0,,86.66666666666667
858,Rat20,B,Female,4,90.0,,83.33333333333333
859,Rat20,B,Female,5,90.0,,76.66666666666667
860,Rat20,B,Female,6,102.0,,84.66666666666667
861,Rat20,B,Female,7,98.0,,96.0
862,Rat20,B,Female,8,80.0,,89.33333333333333
863,Rat20,B,Female,9,42.0,,4.0
864,Rat20,B,Female,10,12.0,,28.666666666666668
865,Rat20,B,Female,11,0.0,,18.0
866,Rat20,B,Female,12,92.0,,30.0
867,Rat20,B,Female,13,0.0,,20.0
868,Rat20,B,Female,14,0.0,,11.333333333333334
869,Rat20,B,Female,15,0.0,,18.0
870,Rat20,B,Female,16,0.0,,12.0
871,Rat20,B,Female,17,10.0,,7.333333333333333
872,Rat20,B,Female,18,42.0,,0.0
873,Rat20,B,Female,19,0.0,,0.0
874,Rat20,B,Female,20,80.0,,86.0
875,Rat20,B,Female,21,70.0,,0.0
876,Rat20,B,Female,22,0.0,,24.666666666666668
877,Rat20,B,Female,23,24.0,,6.666666666666667
878,Rat20,B,Female,24,62.0,,24.666666666666668
879,Rat20,B,Female,25,0.0,,3.3333333333333335
880,Rat20,B,Female,26,0.0,,22.0
881,Rat20,B,Female,27,10.0,,9.333333333333334
882,Rat20,B,Female,28,0.0,,27.333333333333332
883,Rat20,B,Female,29,0.0,,3.3333333333333335
884,Rat20,B,Female,30,10.0,,0.0
885,Rat20,B,Female,31,24.0,,18.0
886,Rat20,B,Female,32,0.0,,11.333333333333334
887,Rat20,B,Female,33,32.0,,14.666666666666666
888,Rat20,B,Female,34,72.0,,8.0
889,Rat20,B,Female,35,48.0,,48.0
890,Rat20,B,Female,36,10.0,,18.666666666666668
891,Rat20,B,Female,37,12.0,,4.0
892,Rat20,B,Female,38,12.0,,18.666666666666668
893,Rat20,B,Female,39,0.0,,12.666666666666666
894,Rat20,B,Female,40,28.0,,0.0
895,Rat20,B,Female,41,26.0,,51.333333333333336
896,Rat20,B,Female,42,0.0,,25.333333333333332
897,Rat20,B,Female,43,50.0,,12.0
898,Rat20,B,Female,44,46.0,,20.0
899,Rat20,B,Female,45,64.0,,12.666666666666666
900,Rat21,B,Female,1,0.0,,19.333333333333332
901,Rat21,B,Female,2,10.0,,3.3333333333333335
902,Rat21,B,Female,3,0.0,,0.0
903,Rat21,B,Female,4,0.0,,0.0
904,Rat21,B,Female,5,0.0,,0.0
905,Rat21,B,Female,6,0.0,,0.0
906,Rat21,B,Female,7,0.0,,7.333333333333333
907,Rat21,B,Female,8,0.0,,4.0
908,Rat21,B,Female,9,0.0,,0.0
909,Rat21,B,Female,10,0.0,,0.0
910,Rat21,B,Female,11,0.0,,0.0
911,Rat21,B,Female,12,0.0,,0.0
912,Rat21,B,Female,13,0.0,,0.0
913,Rat21,B,Female,14,0.0,,3.3333333333333335
914,Rat21,B,Female,15,0.0,,0.0
915,Rat21,B,Female,16,0.0,,0.0
916,Rat21,B,Female,17,0.0,,0.0
917,Rat21,B,Female,18,0.0,,0.0
918,Rat21,B,Female,19,0.0,,6.666666666666667
919,Rat21,B,Female,20,0.0,,3.3333333333333335
920,Rat21,B,Female,21,0.0,,0.0
921,Rat21,B,Female,22,0.0,,0.0
922,Rat21,B,Female,23,0.0,,4.0
923,Rat21,B,Female,24,0.0,,0.0
924,Rat21,B,Female,25,0.0,,0.0
925,Rat21,B,Female,26,0.0,,4.0
926,Rat21,B,Female,27,0.0,,0.0
927,Rat21,B,Female,28,0.0,,0.0
928,Rat21,B,Female,29,0.0,,0.0
929,Rat21,B,Female,30,0.0,,0.0
930,Rat21,B,Female,31,0.0,,8.666666666666666
931,Rat21,B,Female,32,0.0,,0.0
932,Rat21,B,Female,33,0.0,,0.0
933,Rat21,B,Female,34,0.0,,0.0
934,Rat21,B,Female,35,18.0,,8.666666666666666
935,Rat21,B,Female,36,2.0,,6.666666666666667
936,Rat21,B,Female,37,0.0,,0.0
937,Rat21,B,Female,38,12.0,,22.666666666666668
938,Rat21,B,Female,39,10.0,,4.0
939,Rat21,B,Female,40,0.0,,6.666666666666667
940,Rat21,B,Female,41,0.0,,6.666666666666667
941,Rat21,B,Female,42,24.0,,0.0
942,Rat21,B,Female,43,0.0,,0.0
943,Rat21,B,Female,44,0.0,,3.3333333333333335
944,Rat21,B,Female,45,0.0,,16.0
